Language,Text,Label,Translation
Hindi,Trans are using the same logic feminists have been using for decades to destroy men so i don&#39t feel sorry for wamen not one bit!,1,"ट्रांस उसी तर्क का उपयोग कर रहे हैं जो नारीवादी दशकों से पुरुषों को नष्ट करने के लिए उपयोग कर रहे हैं, इसलिए मुझे महिला के लिए थोड़ा भी खेद नहीं है!"
Hindi,Time to nuke China or Unleash a plague.,1,चीन पर परमाणु हमला करने या प्लेग फैलाने का समय आ गया है।
Hindi,Throwing stones to paraplegic kids is my favourite hobby,1,लकवाग्रस्त बच्चों को पत्थर फेंकना मेरा पसंदीदा शगल है
Hindi,"this was shit the guy should of boxed his head off and thrown him through the top window,fuck peoado muhamed and islam",1,"यह बकवास था आदमी को अपना सिर बंद कर देना चाहिए और उसे ऊपर की खिड़की से फेंक देना चाहिए, भाड़ में जाओ मुहम्मद और इस्लाम"
Hindi,"This sick, disgusting, white terrorist/fascist killed more than 50 innocent people.",1,"यह बीमार, घिनौना, सफेद आतंकवादी/फासीवादी 50 से अधिक निर्दोष लोगों को मार डाला।"
Hindi,This priest is being hated even by his stupid god. ,1,इस पुजारी से उसका मूर्ख देवता भी घृणा करता है।
Hindi,This Korean bitch is like a pig. That’s how they made an army of sumos there in their shithole country,1,यह कोरियाई कुतिया सुअर की तरह है। इस प्रकार उन्होंने अपने गंदे देश में सूमो की एक सेना बना ली
Hindi,This is so sinful. It says it in the bible you dumb fucktards. Stop saying YOU WILL GO TO HEAVEN IF YOU ARE GAY. because you will not go to heaven. Trust me its a fucking choice my GF dated girls and I was her 2nd bf she dated like 12 girls and she is 100% straight. You can change to the right side :),1,"यह बहुत पापी है। यह बाइबिल में कहता है कि तुम बेवकूफ बकवास करते हो। यह कहना बंद करें कि अगर आप गे हैं तो आप स्वर्ग जाएंगे। क्योंकि तुम स्वर्ग नहीं जाओगे। मुझ पर विश्वास करें कि यह मेरी GF द्वारा डेट की जाने वाली लड़कियों की एक कमबख्त पसंद है और मैं उसकी दूसरी bf थी, उसने 12 लड़कियों की तरह डेट किया और वह 100% सीधी है। आप दाईं ओर बदल सकते हैं :)"
Hindi,This is exactly how I feel like when I see a tranny like this disgusting af,1,बिल्कुल ऐसा ही मुझे महसूस होता है जब मैं इस तरह की घिनौनी महिला को देखता हूं
Hindi,This is considered WHITE in Sweden. No wonder they accepted all those black and muslim immigrants. They are literally color blind.,1,यह स्वीडन में सफेद माना जाता है। न तो आश्चर्य है कि वे सभी काले और मुस्लिम अप्रवासी को स्वीकार करते हैं। वे लगभग रंग अंधे होते हैं।
Hindi,This homo faggot Spike Lee wore this at the Flopscers. Notice the blatant subliminal messages.,1,इस होमो फेगोट स्पाइक ली ने इसे फ्लॉप्सर्स में पहना था। ज़बरदस्त अचेतन संदेशों पर ध्यान दें।
Hindi,This fcking jew wants money? I’ll give him only my dick if he wants,1,यह कमबख्त यहूदी पैसा चाहता है? अगर वह चाहे तो मैं उसे केवल अपना डिक दूंगा
Hindi,"They are insolent parasites and always have been. I bear no ill will to Christ, but the jewish race itself is a plague.",1,"वे ढीठ परजीवी हैं और हमेशा से रहे हैं। मुझे मसीह के प्रति कोई दुर्भावना नहीं है, लेकिन यहूदी जाति स्वयं एक प्लेग है।"
Hindi,"These women aren't autistic, they are smart, autistic people are retards, they make weird noises, they flap their hands. These people are not autistic.",1,"ये महिलाएँ ऑटिस्टिक नहीं हैं, वे बुद्धिमान हैं, ऑटिस्टिक लोग मूर्ख होते हैं, वे अजीब आवाजें निकालते हैं, वे हाथ पटकाते हैं। ये लोग ऑटिस्टिक नहीं हैं।"
Hindi,These people are fucking animals they will never change. Our cultures are simply not compatible. There is definitely a rape culture and it√¢¬Ä¬ôs right here with Islam.,1,"ये लोग जानवर हैं, वे कभी नहीं सुधरेंगे। हमारी संस्कृतियां सरलता से मेल नहीं खाती हैं। बेशक एक बलात्कार संस्कृति होती है और वह इस्लाम के साथ एक ही होती है।"
Hindi,There is clearly written in Quran Person who not follow Quran is called kafir and.. Kill them you will get 72 hours Islam Is Terrorism,1,कुरान में साफ लिखा है जो कुरान को नहीं मानता वो काफिर कहलाता है और.. मारो 72 घंटे इस्लाम आतंकवाद है
Hindi,The world would be better without white people because they stole from the black Egyptians in the before christ ages they was poor we wasnt whites  ruins everything for black people/White people have pig dicks and no shape no hips or no booty they have to get plastic surgery as us blacks get it from our mother whites brought skin cancer to america so learn some facts before you try to run us out america when we was here before yall racist ass smelly crackers and dont say you will beat my ass because you cant and if you wanna find out drop your adress√∞¬ü¬Ü¬ó√Ø¬∏¬è√∞¬ü¬í¬Ø√∞¬ü¬ô¬Ç,1,"गोरे लोगों के बिना दुनिया बेहतर होगी क्योंकि वे ईसा पूर्व युग में काले मिस्रियों से चोरी करते थे, वे गरीब थे, हम गोरे नहीं थे, काले लोगों के लिए सब कुछ बर्बाद कर देते हैं / गोरे लोगों के पास सुअर के लंड होते हैं और कोई आकार नहीं होता है ओ"
Hindi,"The reason you see Indians bashing Muslims and Islam here because Hindu supremacists hate Islam and Muslims. Atrocities in Kashmir, cow lynching of Muslims, gang rapes of Muslims children, have you not read or heard about them?  This should be clear for all Muslims across the world that India is not a friend of Islam or Muslims, and behind the disguise of secularism, they hate Muslims. All Arab, Muslim countries and their residents should see and understand this ugly face of racist Hindus. They are the overwhelming majority in India and number of votes cast to BJP-RSS party is a proof . It amazes me that Saudi Arabia and other gulf countries are spending billions on India and not seeing that how much they hate Islam and Muslims? Particularly Arabs, wake up. If you canât understand this now then when or what will make you? Let all Muslims be united and boycott Indian products, their restaurants and movies, until they stop killing Muslims in Kashmir and the rest of India, and make a law to stop anti Muslim hate and racism.",1,"भारत में हिंदू अधिकवादियों को इस्लाम और मुस्लिमों से नफरत है। कश्मीर में अत्याचार, मुस्लिमों के गाय लिंचिंग, मुस्लिम बच्चों के समूहिक बलात्कार, इन सब बातों के बारे में आपने नहीं सुना या पढ़ा है? यह स्पष्ट होना चाहिए कि भारत इस्लाम और मुस्लिमों का दोस्त नहीं है और संवैधानिकता के पर्दे में, वे मुस्लिमों से नफरत करते हैं। भारत में जनसंख्या के बड़े अंश हिंदू हैं और बीजेपी-आरएसएस पार्टी को दिए गए वोटों की संख्या यह साबित करती है। मुस्लिम दुनिया के सभी लोगों के लिए यह स्पष्ट होना चाहिए कि भारत इस्लाम और मुस्लिमों का दोस्त नहीं है, और इन रेसिस्ट हिंदूओं के निचले चेहरे को समझना चाहिए। सऊदी अरब और अन्य खाड़ी देश भारत पर अरबों का नहीं खर्च कर रहे हैं और इसे नहीं देख रहे हैं कि वे इस्लाम और मुस्लिमों से कितनी नफरत करते हैं। खासकर अरब, जागो। अगर आप अभी इसे समझ नहीं पाते हैं त"
Hindi,The only thing more repulsive than a nigger is a nigger faggot. Self-hating whites shower images of cross-dressed niggers with praise because the modern left fetishizes all forms of depravity.,1,एक निगर की तुलना में केवल एक चीज अधिक प्रतिकारक है एक निगर फगोट। स्व-घृणा करने वाले गोरे क्रॉस-ड्रेस्ड हब्शियों की प्रशंसा के साथ छवियों की बौछार करते हैं क्योंकि आधुनिक वामपंथ सभी प्रकार के भ्रष्टाचार को बुत बना देता है।
Hindi,The men are turtles...idiots even in uk… get lost,1,पुरुष कछुए हैं ... ब्रिटेन में भी बेवकूफ हैं ... दफा हो जाओ
Hindi,"The guy should feel shame to be gay. It is such a wrong choice. Bad influence on young people. Never seen being proud of being gay. It is like saying being proud of rapist. Awful !  The only time I am so disappointed at Trump. Under political pressure, he failed to stand up for the ground, the right thing !",1,"यह आदमी गेहो बनने के लिए शर्मिंदा महसूस करना चाहिए। यह एक गलत चुनाव है। युवाओं पर बुरा प्रभाव पड़ता है। कभी नहीं देखा गया है कि कोई गेहो होने पर गर्व करता है। यह रेपिस्ट होने पर गर्व करने के बराबर है। भयानक! मैं तब सबसे निराश होता हूं जब ट्रंप पर भी। राजनीतिक दबाव के तहत, उन्होंने सही चीज के लिए खड़े नहीं हो सके!"
Hindi,"That girl still need a good ass whooping, stupid ass bitch!!",1,"उस लड़की को अभी भी एक अच्छी गांड मारने की ज़रूरत है, स्तूपिड एस बिच!!"
Hindi,That fucking black cunt gets fucking cross hairs on the fucking head! Look I owe not shit to anyone who dosent owe me!!! LOOK WHORE!! FUCK YOU TO DEATH!!! 11 PERCENTILE AND FALLING!! WHORE BLACK RACIST WHORE! TAKE THE RED PILL!,1,"उस कमबख्त काले योनी को कमबख्त सिर पर क्रॉस बाल मिलते हैं! देखो, मैं किसी का एहसानमंद नहीं हूं, जो मुझ पर एहसान नहीं करता है !!! वेश्या देखो!! भाड़ में जाओ तुम मौत के लिए!!! 11 परसेंटाइल और गिरना !! वेश्या काले जातिवादी वेश्या! लाल गोली लो!"
Hindi,Teaching my kids transgenders are anything but mentally ill will get you set on fire.,1,मेरे ट्रांसजेंडर बच्चों को पढ़ाना कुछ भी हो लेकिन मानसिक रूप से बीमार आपको आग लगा देगा।
Hindi,Taliban and all people with this thought must hanged,1,तालिबान और इस विचार वाले सभी लोगों को फांसी पर लटका देना चाहिए
Hindi,"Surprised that the burqa is banned in Belgium, but not in Poland where they are is much more looked-down upon. Kill them",1,"आश्चर्य है कि बेल्जियम में बुर्के पर प्रतिबंध है, लेकिन पोलैंड में नहीं, जहां वे बहुत अधिक हेय दृष्टि से देखे जाते हैं। मार डालो"
Hindi,"Support from China , we also fight the cancer religion in Xinjiang , despite all the differences between our two races, we have one unite enemy that is Islam.",1,"चीन से समर्थन, हम झिंजियांग में कैंसर धर्म से भी लड़ते हैं, हमारी दो जातियों के बीच सभी मतभेदों के बावजूद, हमारा एक एकजुट दुश्मन है जो इस्लाम है।"
Hindi,Stupid ugly asian tan ass snitch,1,बेवकूफ बदसूरत एशियाई तन गधा मुखबिर
Hindi,"stupid black women,if i were in that restaurant, i would had whipped their ass",1,"बेवकूफ अश्वेत महिलाएं, अगर मैं उस रेस्तरां में होती, तो मैं उनकी गांड को मारता होता"
Hindi,stone throwing must be legal when against women,1,महिलाओं के खिलाफ पत्थर फेंकना कानूनी होना चाहिए
Hindi,Stand the fuck up and take them out all you fucking lazy white males! fuck being called a racist protect your woman and children. If you find it in the street kill it and bury it right there these animals will wipe you out if your not careful,1,भाड़ में जाओ खड़े हो जाओ और उन सभी आलसी सफेद पुरुषों को बाहर निकालो! भाड़ में जाओ एक नस्लवादी कहा जा रहा है अपनी महिला और बच्चों की रक्षा करें। यदि आप इसे सड़क पर पाते हैं तो इसे मार दें और इसे वहीं दफना दें यदि आप सावधान नहीं हैं तो ये जानवर आपको मिटा देंगे
Hindi,Smack that bitch up - mouthy African cunt,1,उस कुतिया को स्मैक - मुंह वाला अफ्रीकी योनी
Hindi,She said is christian. Well I now I want to bury her,1,उसने कहा ईसाई है। खैर अब मैं उसे दफनाना चाहता हूं
Hindi,She is heavily relying on him to turn the other cheek...tough talking demon infested woman.,1,वह दूसरे गाल को मोड़ने के लिए उस पर बहुत अधिक भरोसा कर रही है ... कठिन बात करने वाली राक्षसी महिला।
Hindi,"Serbia should kill gays in yugoslavia and not albanians, bosnians, croatian",1,"सर्बिया को यूगोस्लाविया में समलैंगिकों को मारना चाहिए न कि अल्बानियाई, बोस्नियाई, क्रोएशियाई"
Hindi,SEND ALL GAYS TO HELL,1,सभी समलैंगिकों को नरक भेजें
